Unnamed: 0,date,city,market_sold_at,market_id,latitude,longitude,crop,crop_category,crop_id,unit(KG),price_flag,price_type,currency,cedi_price,dollar_price
3021,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Rice (imported),cereals and tubers,64,KG,aggregate,Retail,GHS,5.0,0.88
3022,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Millet,cereals and tubers,73,KG,aggregate,Retail,GHS,3.75,0.66
3023,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Millet,cereals and tubers,73,93 KG,aggregate,Wholesale,GHS,348.75,61.73
3024,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Maize (yellow),cereals and tubers,136,KG,aggregate,Retail,GHS,2.69,0.48
3025,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Maize (yellow),cereals and tubers,136,100 KG,aggregate,Wholesale,GHS,207.08,36.65
3026,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Maize,cereals and tubers,51,KG,aggregate,Retail,GHS,2.31,0.41
3027,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Gari,cereals and tubers,63,KG,aggregate,Retail,GHS,5.19,0.92
3028,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Cassava,cereals and tubers,68,KG,aggregate,Retail,GHS,2.97,0.53
3041,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Yam,cereals and tubers,99,250 KG,aggregate,Wholesale,GHS,240.0,42.48
3043,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Yam,cereals and tubers,99,KG,aggregate,Retail,GHS,7.5,1.33
3044,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Yam (puna),cereals and tubers,737,KG,aggregate,Retail,GHS,5.0,0.88
3045,15/01/2020,Mankessim,Mfantsiman,214,5.27,-1.02,Gari,cereals and tubers,63,KG,aggregate,Retail,GHS,4.29,0.76
3046,15/01/2020,Mankessim,Mfantsiman,214,5.27,-1.02,Cassava,cereals and tubers,68,KG,aggregate,Retail,GHS,2.66,0.47
3047,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Tomatoes (navrongo),vegetables and fruits,710,52 KG,aggregate,Wholesale,GHS,17.8,3.15
3048,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Tomatoes (local),vegetables and fruits,346,KG,aggregate,Retail,GHS,5.0,0.88
3049,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Tomatoes (local),vegetables and fruits,346,52 KG,aggregate,Wholesale,GHS,16.67,2.95
3050,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Plantains (apentu),vegetables and fruits,98,KG,aggregate,Retail,GHS,1.25,0.22
3051,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Plantains (apem),vegetables and fruits,705,KG,aggregate,Retail,GHS,2.78,0.49
3052,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Plantains (apem),vegetables and fruits,705,Bunch,aggregate,Wholesale,GHS,276.67,48.97
3053,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Peppers (fresh),vegetables and fruits,713,KG,aggregate,Retail,GHS,3.56,0.63
3054,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Peppers (fresh),vegetables and fruits,713,20 KG,aggregate,Wholesale,GHS,227.83,40.32
3055,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Peppers (dried),vegetables and fruits,714,KG,aggregate,Retail,GHS,2.83,0.5
3056,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Peppers (dried),vegetables and fruits,714,16 KG,aggregate,Wholesale,GHS,24.6,4.35
3057,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Onions,vegetables and fruits,173,KG,aggregate,Retail,GHS,4.29,0.76
3058,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Eggplants,vegetables and fruits,434,KG,aggregate,Retail,GHS,1.89,0.33
3059,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Soybeans,pulses and nuts,248,KG,aggregate,Retail,GHS,1.4,0.25
3060,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Cowpeas (white),pulses and nuts,479,109 KG,aggregate,Wholesale,GHS,386.14,68.34
3061,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Cowpeas,pulses and nuts,218,KG,aggregate,Retail,GHS,1.37,0.24
3062,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,"Meat (chicken, local)","meat, fish and eggs",792,10 KG,aggregate,Wholesale,GHS,124.68,22.07
3063,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Meat (chicken),"meat, fish and eggs",94,KG,aggregate,Retail,GHS,6.5,1.15
3064,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Meat (chicken),"meat, fish and eggs",94,10 KG,aggregate,Wholesale,GHS,495.99,87.79
3065,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,"Fish (mackerel, fresh)","meat, fish and eggs",744,KG,aggregate,Retail,GHS,8.33,1.47
3066,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,"Fish (mackerel, fresh)","meat, fish and eggs",744,20 KG,aggregate,Wholesale,GHS,376.06,66.56
3067,15/01/2020,Cape Coast,Cape Coast Metro,213,5.11,-1.24,Eggs,"meat, fish and eggs",92,30 pcs,aggregate,Wholesale,GHS,360.17,63.75
