Unnamed: 0,date,city,market_sold_at,market_id,latitude,longitude,crop,crop_category,crop_id,unit(KG),price_flag,price_type,currency,cedi_price,dollar_price
1866,15/01/2006,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,51.75,56.25
1867,15/01/2006,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,21.0,22.83
1868,15/01/2006,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,20.0,21.74
1869,15/01/2006,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,30.0,32.61
1870,15/01/2006,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,20.75,22.55
1877,15/01/2007,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,14.0,15.22
1878,15/01/2007,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,16.0,17.39
1879,15/01/2007,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,23.0,25.0
1880,15/01/2007,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,20.0,21.74
1881,15/01/2007,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,15.0,16.3
1882,15/01/2007,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,60.0,65.22
1928,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,16.0,16.84
1953,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,20.25,21.32
1954,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Plantains (apentu),vegetables and fruits,98,Bunch,actual,Wholesale,GHS,5.0,5.26
1957,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,30.0,31.58
1975,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,48.5,51.05
1976,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Yam,cereals and tubers,99,100 Tubers,actual,Wholesale,GHS,94.25,99.21
1994,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,40.0,42.11
1995,15/01/2008,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,28.0,29.47
2007,15/01/2009,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,47.0,36.72
2008,15/01/2009,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,28.0,21.88
2009,15/01/2009,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,50.8,39.69
2010,15/01/2009,Tamale,Tamale North Sub Metro,220,9.4,-0.83,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,51.6,40.31
