date,city,market_sold_at,market_id,latitude,longitude,crop,crop_category,crop_id,unit(KG),price_flag,price_type,currency,cedi_price,dollar_price
2006-01-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,16.0,17.39
2006-01-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,16.15,17.55
2006-01-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,32.5,35.33
2006-01-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,21.56,23.43
2006-01-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,34.5,37.5
2006-01-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,70.0,76.09
2006-02-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,13.5,14.67
2006-02-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,14.91,16.21
2006-02-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,36.0,39.13
2006-02-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,22.38,24.33
2006-02-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,32.0,34.78
2006-02-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,70.0,76.09
2006-03-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,14.0,15.22
2006-03-15,Techiman,TECHIMAN MUNICIPAL,218,7.58,-1.93,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,14.37,15.62
