date,city,market_sold_at,market_id,latitude,longitude,crop,crop_category,crop_id,unit(KG),price_flag,price_type,currency,cedi_price,dollar_price
2006-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,13.9,15.11
2006-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,28.2,30.65
2006-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,50.23,54.6
2006-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,26.0,28.26
2006-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,47.95,52.12
2006-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,57.75,62.77
2006-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,13.75,14.95
2006-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,27.05,29.4
2006-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,54.38,59.11
2006-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,28.0,30.43
2006-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,50.0,54.35
2006-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,58.5,63.59
2006-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,25.9,28.15
2006-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,36.57,39.75
2006-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.7,30.11
2006-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,48.4,52.61
2006-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,47.1,51.2
2006-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,13.15,14.29
2006-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,24.65,26.79
2006-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,46.85,50.92
2006-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.05,29.4
2006-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,44.5,48.37
2006-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,61.55,66.9
2006-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,13.48,14.65
2006-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,26.58,28.89
2006-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,48.02,52.2
2006-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.17,29.53
2006-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,44.75,48.64
2006-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,71.43,77.64
2006-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,10.3,11.2
2006-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,29.73,32.32
2006-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,52.5,57.07
2006-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,50.0,54.35
2006-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,78.0,84.78
2006-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,10.78,11.72
2006-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,27.85,30.27
2006-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,48.5,52.72
2006-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.52,29.91
2006-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,47.0,51.09
2006-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,75.93,82.53
2006-08-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,10.75,11.68
2006-08-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,22.75,24.73
2006-08-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,44.65,48.53
2006-08-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,38.15,41.47
2006-08-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,67.5,73.37
2006-09-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,11.83,12.86
2006-09-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,18.65,20.27
2006-09-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,41.4,45.0
2006-09-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,30.2,32.83
2006-09-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,36.3,39.46
2006-09-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,51.23,55.68
2006-10-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,11.4,12.39
2006-10-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,17.75,19.29
2006-10-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,39.4,42.83
2006-10-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.13,29.49
2006-10-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,37.68,40.96
2006-10-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,61.65,67.01
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,11.13,12.1
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,21.08,22.91
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,41.45,45.05
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,34.78,37.8
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.54,29.93
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,39.37,42.79
2006-11-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,59.2,64.35
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,10.2,11.09
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,22.0,23.91
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,41.8,45.43
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,34.9,37.93
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,27.65,30.05
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,39.8,43.26
2006-12-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,57.5,62.5
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,11.97,13.01
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,25.0,27.17
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,41.8,45.43
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,34.7,37.72
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,28.1,30.54
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,39.13,42.53
2007-01-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,66.57,72.36
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,13.8,15.0
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,27.9,30.33
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,41.4,45.0
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,34.3,37.28
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,28.6,31.09
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,37.88,41.17
2007-02-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,76.18,82.8
2007-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,14.25,15.49
2007-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,28.9,31.41
2007-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,44.1,47.93
2007-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,35.3,38.37
2007-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,39.5,42.93
2007-03-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,88.35,96.03
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,16.2,17.61
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,30.38,33.02
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,41.0,44.57
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,34.9,37.93
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,55.95,60.82
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,38.15,41.47
2007-04-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,92.1,100.11
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,14.45,15.71
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,32.5,35.33
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,40.15,43.64
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,37.8,41.09
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,35.51,38.6
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,38.3,41.63
2007-05-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,96.25,104.62
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,12.35,13.42
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,33.3,36.2
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,46.25,50.27
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,40.5,44.02
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,30.0,32.61
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Sorghum,cereals and tubers,65,109 KG,actual,Wholesale,GHS,42.5,46.2
2007-06-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Yam,cereals and tubers,99,250 KG,actual,Wholesale,GHS,110.0,119.57
2007-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Cassava,cereals and tubers,68,91 KG,actual,Wholesale,GHS,10.45,11.24
2007-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Maize,cereals and tubers,51,100 KG,actual,Wholesale,GHS,31.7,34.09
2007-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Millet,cereals and tubers,73,93 KG,actual,Wholesale,GHS,37.9,40.75
2007-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (imported),cereals and tubers,64,50 KG,actual,Wholesale,GHS,40.0,43.01
2007-07-15,Accra,ACCRA METROPOLIS,209,5.55,-0.22,Rice (local),cereals and tubers,71,50 KG,actual,Wholesale,GHS,30.33,32.61
