date,year,month,day,region,city,market_sold_at,latitude,longitude,unit(KG),cedi_price,cedi_price/kg
2006-01-15,2006,1,15,ASHANTI,Kumasi,KMA,6.68,-1.62,100.0,25.4,0.25
2006-01-15,2006,1,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,100.0,16.15,0.16
2006-01-15,2006,1,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,100.0,28.2,0.28
2006-01-15,2006,1,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,100.0,20.75,0.21
2006-01-15,2006,1,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,100.0,22.0,0.22
2006-01-15,2006,1,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,100.0,21.4,0.21
2006-02-15,2006,2,15,ASHANTI,Kumasi,KMA,6.68,-1.62,100.0,21.75,0.22
2006-02-15,2006,2,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,100.0,14.91,0.15
2006-02-15,2006,2,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,100.0,27.05,0.27
2006-02-15,2006,2,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,100.0,20.0,0.2
2006-02-15,2006,2,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,100.0,24.25,0.24
2006-02-15,2006,2,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,100.0,21.4,0.21
2006-03-15,2006,3,15,ASHANTI,Kumasi,KMA,6.68,-1.62,100.0,21.21,0.21
2006-03-15,2006,3,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,100.0,14.37,0.14
2006-03-15,2006,3,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,100.0,25.9,0.26
2006-03-15,2006,3,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,100.0,17.67,0.18
2006-03-15,2006,3,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,100.0,24.0,0.24
2006-03-15,2006,3,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,100.0,21.4,0.21
2006-04-15,2006,4,15,ASHANTI,Kumasi,KMA,6.68,-1.62,100.0,20.88,0.21
2006-04-15,2006,4,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,100.0,14.04,0.14
2006-04-15,2006,4,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,100.0,24.65,0.25
2006-04-15,2006,4,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,100.0,17.0,0.17
2006-04-15,2006,4,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,100.0,24.0,0.24
2006-04-15,2006,4,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,100.0,18.74,0.19
2006-05-15,2006,5,15,ASHANTI,Kumasi,KMA,6.68,-1.62,100.0,22.0,0.22
2006-05-15,2006,5,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,100.0,20.19,0.2
2006-05-15,2006,5,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,100.0,26.58,0.27
2006-05-15,2006,5,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,100.0,18.0,0.18
