date,year,month,day,region,city,market_sold_at,latitude,longitude,unit(KG),cedi_price,cedi_price/kg
2006-01-15,2006,1,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,63.38,0.25
2006-01-15,2006,1,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,70.0,0.28
2006-01-15,2006,1,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,57.75,0.23
2006-01-15,2006,1,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,51.75,0.21
2006-01-15,2006,1,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,40.0,0.16
2006-01-15,2006,1,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,49.0,0.2
2006-02-15,2006,2,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,76.25,0.3
2006-02-15,2006,2,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,70.0,0.28
2006-02-15,2006,2,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,58.5,0.23
2006-02-15,2006,2,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,57.5,0.23
2006-02-15,2006,2,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,40.0,0.16
2006-02-15,2006,2,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,49.0,0.2
2006-03-15,2006,3,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,85.0,0.34
2006-03-15,2006,3,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,47.1,0.19
2006-03-15,2006,3,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,66.67,0.27
2006-03-15,2006,3,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,50.0,0.2
2006-03-15,2006,3,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,61.33,0.25
2006-04-15,2006,4,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,85.5,0.34
2006-04-15,2006,4,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,75.0,0.3
2006-04-15,2006,4,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,61.55,0.25
2006-04-15,2006,4,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,61.25,0.24
2006-04-15,2006,4,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,82.5,0.33
2006-05-15,2006,5,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,71.25,0.28
2006-05-15,2006,5,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,97.5,0.39
2006-05-15,2006,5,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,71.43,0.29
2006-05-15,2006,5,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,75.0,0.3
2006-05-15,2006,5,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,60.0,0.24
2006-05-15,2006,5,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,84.0,0.34
2006-06-15,2006,6,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,79.0,0.32
2006-06-15,2006,6,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,120.0,0.48
2006-06-15,2006,6,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,78.0,0.31
2006-06-15,2006,6,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,90.0,0.36
2006-06-15,2006,6,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,59.67,0.24
2006-06-15,2006,6,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,90.0,0.36
2006-07-15,2006,7,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,66.25,0.26
2006-07-15,2006,7,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,94.5,0.38
2006-07-15,2006,7,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,75.93,0.3
2006-07-15,2006,7,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,87.5,0.35
2006-07-15,2006,7,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,64.0,0.26
2006-07-15,2006,7,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,250.0,90.0,0.36
2006-08-15,2006,8,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,64.0,0.26
2006-08-15,2006,8,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,75.0,0.3
