date,year,month,day,region,city,market_sold_at,latitude,longitude,unit(KG),cedi_price,cedi_price/kg
2019-08-15,2019,8,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,260.0,1.04
2019-08-15,2019,8,15,ASHANTI,Kumasi,KMA,6.68,-1.62,1.0,5.47,5.47
2019-08-15,2019,8,15,ASHANTI,Obuasi,OBUASI MUNICIPAL,6.2,-1.67,1.0,5.15,5.15
2019-08-15,2019,8,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,250.0,197.5,0.79
2019-08-15,2019,8,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,1.0,4.98,4.98
2019-08-15,2019,8,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,250.0,260.0,1.04
2019-08-15,2019,8,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,1.0,5.56,5.56
2019-08-15,2019,8,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,258.0,1.03
2019-08-15,2019,8,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,1.0,6.16,6.16
2019-08-15,2019,8,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,250.0,188.33,0.75
2019-08-15,2019,8,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,1.0,5.0,5.0
2019-08-15,2019,8,15,CENTRAL,Mankessim,MFANTSIMAN,5.27,-1.02,1.0,5.79,5.79
2019-08-15,2019,8,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,250.0,195.0,0.78
2019-08-15,2019,8,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,1.0,7.5,7.5
2019-08-15,2019,8,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,240.0,0.96
2019-08-15,2019,8,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,1.0,4.93,4.93
2019-08-15,2019,8,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,250.0,241.0,0.96
2019-08-15,2019,8,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,1.0,7.58,7.58
2019-08-15,2019,8,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,253.25,1.01
2019-08-15,2019,8,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,1.0,7.77,7.77
2019-08-15,2019,8,15,NORTHERN,Yendi,YENDI MUNICIPAL,9.45,-0.01,250.0,220.0,0.88
2019-08-15,2019,8,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,178.75,0.72
2019-08-15,2019,8,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,1.0,4.38,4.38
2019-08-15,2019,8,15,UPPER EAST,Garu,GARU TEMPANE,10.85,-0.18,250.0,176.67,0.71
2019-08-15,2019,8,15,UPPER EAST,Garu,GARU TEMPANE,10.85,-0.18,1.0,4.29,4.29
2019-08-15,2019,8,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,1.0,4.14,4.14
2019-08-15,2019,8,15,VOLTA,Ho,HO MUNICIPAL,6.6,0.47,1.0,4.07,4.07
2019-08-15,2019,8,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,250.0,212.69,0.85
2019-08-15,2019,8,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,1.0,6.42,6.42
2019-09-15,2019,9,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,260.0,1.04
2019-09-15,2019,9,15,ASHANTI,Kumasi,KMA,6.68,-1.62,1.0,5.47,5.47
2019-09-15,2019,9,15,ASHANTI,Obuasi,OBUASI MUNICIPAL,6.2,-1.67,1.0,5.15,5.15
2019-09-15,2019,9,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,250.0,199.69,0.8
2019-09-15,2019,9,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,1.0,5.08,5.08
2019-09-15,2019,9,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,250.0,260.0,1.04
2019-09-15,2019,9,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,1.0,5.56,5.56
2019-09-15,2019,9,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,250.0,221.25,0.88
2019-09-15,2019,9,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,1.0,6.25,6.25
2019-09-15,2019,9,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,250.0,188.33,0.75
2019-09-15,2019,9,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,1.0,5.0,5.0
2019-09-15,2019,9,15,CENTRAL,Mankessim,MFANTSIMAN,5.27,-1.02,1.0,4.36,4.36
2019-09-15,2019,9,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,250.0,195.0,0.78
2019-09-15,2019,9,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,1.0,7.5,7.5
2019-09-15,2019,9,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,250.0,240.0,0.96
2019-09-15,2019,9,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,1.0,4.93,4.93
2019-09-15,2019,9,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,250.0,241.0,0.96
2019-09-15,2019,9,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,1.0,7.58,7.58
2019-09-15,2019,9,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,250.0,253.25,1.01
2019-09-15,2019,9,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,1.0,7.77,7.77
2019-09-15,2019,9,15,NORTHERN,Yendi,YENDI MUNICIPAL,9.45,-0.01,250.0,220.0,0.88
2019-09-15,2019,9,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,250.0,178.75,0.72
2019-09-15,2019,9,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,1.0,4.38,4.38
2019-09-15,2019,9,15,UPPER EAST,Garu,GARU TEMPANE,10.85,-0.18,250.0,176.67,0.71
2019-09-15,2019,9,15,UPPER EAST,Garu,GARU TEMPANE,10.85,-0.18,1.0,4.29,4.29
2019-09-15,2019,9,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,1.0,4.37,4.37
2019-09-15,2019,9,15,VOLTA,Ho,HO MUNICIPAL,6.6,0.47,1.0,4.07,4.07
2019-09-15,2019,9,15,VOLTA,Hohoe,HOHOE MUNICIPAL,7.15,0.47,250.0,212.0,0.85
2019-09-15,2019,9,15,VOLTA,Hohoe,HOHOE MUNICIPAL,7.15,0.47,1.0,4.92,4.92
2019-09-15,2019,9,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,250.0,212.69,0.85
2019-09-15,2019,9,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,1.0,6.49,6.49
2019-10-15,2019,10,15,ASHANTI,Kumasi,KMA,6.68,-1.62,250.0,260.0,1.04
2019-10-15,2019,10,15,ASHANTI,Kumasi,KMA,6.68,-1.62,1.0,5.47,5.47
