date,year,month,day,region,city,market_sold_at,latitude,longitude,unit(KG),cedi_price,cedi_price/kg
2019-08-15,2019,8,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,84.86,0.78
2019-08-15,2019,8,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,109,147.72,1.36
2019-08-15,2019,8,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,109,859.55,7.89
2019-08-15,2019,8,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2019-08-15,2019,8,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,109,402.38,3.69
2019-09-15,2019,9,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,84.86,0.78
2019-09-15,2019,9,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,109,147.72,1.36
2019-09-15,2019,9,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,109,916.63,8.41
2019-09-15,2019,9,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2019-09-15,2019,9,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,109,402.38,3.69
2019-10-15,2019,10,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,84.86,0.78
2019-10-15,2019,10,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,109,924.78,8.48
2019-10-15,2019,10,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2019-11-15,2019,11,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,84.86,0.78
2019-11-15,2019,11,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2019-12-15,2019,12,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,84.86,0.78
2019-12-15,2019,12,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2019-12-15,2019,12,15,VOLTA,Hohoe,HOHOE MUNICIPAL,7.15,0.47,109,705.45,6.47
2020-01-15,2020,1,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,84.86,0.78
2020-01-15,2020,1,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,109,386.14,3.54
2020-01-15,2020,1,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2020-01-15,2020,1,15,VOLTA,Hohoe,HOHOE MUNICIPAL,7.15,0.47,109,705.45,6.47
2020-02-15,2020,2,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,404.07,3.71
2020-02-15,2020,2,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,109,242.42,2.22
2020-02-15,2020,2,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,109,297.27,2.73
2020-02-15,2020,2,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,109,240.63,2.21
2020-02-15,2020,2,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,109,414.67,3.8
2020-02-15,2020,2,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,109,293.46,2.69
2020-02-15,2020,2,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,109,280.0,2.57
2020-02-15,2020,2,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,109,454.69,4.17
2020-02-15,2020,2,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,218.0,2.0
2020-02-15,2020,2,15,NORTHERN,Yendi,YENDI MUNICIPAL,9.45,-0.01,109,175.82,1.61
2020-02-15,2020,2,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,109,192.5,1.77
2020-02-15,2020,2,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,109,452.32,4.15
2020-03-15,2020,3,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,319.22,2.93
2020-03-15,2020,3,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,138.89,1.27
2020-04-15,2020,4,15,ASHANTI,Ejura,EJURA SEKYE DUMASE,7.38,-1.37,109,244.91,2.25
2020-04-15,2020,4,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,505.77,4.64
2020-04-15,2020,4,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,109,609.22,5.59
2020-04-15,2020,4,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,109,565.64,5.19
2020-04-15,2020,4,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,109,357.49,3.28
2020-04-15,2020,4,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,109,688.43,6.32
2020-04-15,2020,4,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,109,590.78,5.42
2020-04-15,2020,4,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,109,380.0,3.49
2020-04-15,2020,4,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,488.04,4.48
2020-04-15,2020,4,15,NORTHERN,Yendi,YENDI MUNICIPAL,9.45,-0.01,109,286.21,2.63
2020-04-15,2020,4,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,109,254.02,2.33
2020-04-15,2020,4,15,UPPER EAST,Garu,GARU TEMPANE,10.85,-0.18,109,208.46,1.91
2020-04-15,2020,4,15,VOLTA,Hohoe,HOHOE MUNICIPAL,7.15,0.47,109,705.45,6.47
2020-04-15,2020,4,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,109,757.21,6.95
2020-05-15,2020,5,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,438.87,4.03
2020-05-15,2020,5,15,BRONG AHAFO,Kintampo,KINTAMPO NORTH,8.06,-1.73,109,352.46,3.23
2020-05-15,2020,5,15,BRONG AHAFO,Sunyani,SUNYANI MUNICIPAL,7.33,-2.33,109,344.63,3.16
2020-05-15,2020,5,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,109,237.29,2.18
2020-05-15,2020,5,15,CENTRAL,Cape Coast,CAPE COAST METRO,5.11,-1.24,109,465.2,4.27
2020-05-15,2020,5,15,EASTERN,Koforidua,NEW JUABEN MUNICIPAL,6.08,-0.25,109,345.93,3.17
2020-05-15,2020,5,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,109,297.65,2.73
2020-05-15,2020,5,15,GREATER ACCRA,Tema,TEMA METROPOLIS,5.62,-0.02,109,340.52,3.12
2020-05-15,2020,5,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,109,254.8,2.34
2020-05-15,2020,5,15,NORTHERN,Yendi,YENDI MUNICIPAL,9.45,-0.01,109,169.48,1.55
2020-05-15,2020,5,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,109,183.24,1.68
2020-05-15,2020,5,15,UPPER EAST,Garu,GARU TEMPANE,10.85,-0.18,109,198.47,1.82
2020-05-15,2020,5,15,VOLTA,Hohoe,HOHOE MUNICIPAL,7.15,0.47,109,705.45,6.47
2020-05-15,2020,5,15,WESTERN,Sekondi/Takoradi,SEKONDI TAKORADI,4.93,-1.7,109,509.8,4.68
2020-06-15,2020,6,15,ASHANTI,Ejura,EJURA SEKYE DUMASE,7.38,-1.37,109,414.67,3.8
2020-06-15,2020,6,15,ASHANTI,Kumasi,KMA,6.68,-1.62,109,657.97,6.04
