date,year,month,day,region,city,market_sold_at,latitude,longitude,unit(KG),cedi_price,cedi_price/kg
2006-01-15,2006,1,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,32.5,0.35
2006-01-15,2006,1,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,50.23,0.54
2006-01-15,2006,1,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,30.0,0.32
2006-01-15,2006,1,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,27.25,0.29
2006-01-15,2006,1,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,30.85,0.33
2006-02-15,2006,2,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,40.25,0.43
2006-02-15,2006,2,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,36.0,0.39
2006-02-15,2006,2,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,54.38,0.58
2006-02-15,2006,2,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,29.0,0.31
2006-02-15,2006,2,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,28.0,0.3
2006-02-15,2006,2,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.6,0.31
2006-03-15,2006,3,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,39.67,0.43
2006-03-15,2006,3,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,40.0,0.43
2006-03-15,2006,3,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,36.57,0.39
2006-03-15,2006,3,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,28.67,0.31
2006-03-15,2006,3,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,29.33,0.32
2006-03-15,2006,3,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.6,0.31
2006-04-15,2006,4,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,40.63,0.44
2006-04-15,2006,4,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,33.5,0.36
2006-04-15,2006,4,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,46.85,0.5
2006-04-15,2006,4,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,32.25,0.35
2006-04-15,2006,4,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,28.5,0.31
2006-04-15,2006,4,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.6,0.31
2006-05-15,2006,5,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,41.5,0.45
2006-05-15,2006,5,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,31.0,0.33
2006-05-15,2006,5,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,48.02,0.52
2006-05-15,2006,5,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,32.25,0.35
2006-05-15,2006,5,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,28.0,0.3
2006-05-15,2006,5,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.6,0.31
2006-06-15,2006,6,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,41.67,0.45
2006-06-15,2006,6,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,33.0,0.35
2006-06-15,2006,6,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,52.5,0.56
2006-06-15,2006,6,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,30.67,0.33
2006-06-15,2006,6,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,26.67,0.29
2006-06-15,2006,6,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,27.62,0.3
2006-07-15,2006,7,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,41.5,0.45
2006-07-15,2006,7,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,29.75,0.32
2006-07-15,2006,7,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,48.5,0.52
2006-07-15,2006,7,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,28.5,0.31
2006-07-15,2006,7,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,26.25,0.28
2006-07-15,2006,7,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.6,0.31
2006-08-15,2006,8,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,46.5,0.5
2006-08-15,2006,8,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,25.0,0.27
2006-08-15,2006,8,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,44.65,0.48
2006-08-15,2006,8,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,25.0,0.27
2006-08-15,2006,8,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,24.0,0.26
2006-08-15,2006,8,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,26.85,0.29
2006-09-15,2006,9,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,38.75,0.42
2006-09-15,2006,9,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,26.0,0.28
2006-09-15,2006,9,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.4,0.45
2006-09-15,2006,9,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,26.0,0.28
2006-09-15,2006,9,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,26.0,0.28
2006-09-15,2006,9,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.6,0.31
2006-10-15,2006,10,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,55.5,0.6
2006-10-15,2006,10,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,26.0,0.28
2006-10-15,2006,10,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,39.4,0.42
2006-10-15,2006,10,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,31.5,0.34
2006-10-15,2006,10,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,29.53,0.32
2006-10-15,2006,10,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,27.03,0.29
2006-11-15,2006,11,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,38.13,0.41
2006-11-15,2006,11,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,26.0,0.28
2006-11-15,2006,11,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.45,0.45
2006-11-15,2006,11,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,35.5,0.38
2006-11-15,2006,11,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,24.0,0.26
2006-11-15,2006,11,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,24.61,0.26
2006-12-15,2006,12,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,41.0,0.44
2006-12-15,2006,12,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,26.0,0.28
2006-12-15,2006,12,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.8,0.45
2006-12-15,2006,12,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,21.0,0.23
2006-12-15,2006,12,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,24.0,0.26
2006-12-15,2006,12,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,23.25,0.25
2007-01-15,2007,1,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,42.33,0.46
2007-01-15,2007,1,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,26.33,0.28
2007-01-15,2007,1,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.8,0.45
2007-01-15,2007,1,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,23.0,0.25
2007-01-15,2007,1,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,20.33,0.22
2007-01-15,2007,1,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,22.08,0.24
2007-02-15,2007,2,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,34.25,0.37
2007-02-15,2007,2,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,26.5,0.28
2007-02-15,2007,2,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.4,0.45
2007-02-15,2007,2,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,22.75,0.24
2007-02-15,2007,2,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,23.75,0.26
2007-02-15,2007,2,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,23.25,0.25
2007-03-15,2007,3,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,32.0,0.34
2007-03-15,2007,3,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,24.0,0.26
2007-03-15,2007,3,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,44.1,0.47
2007-03-15,2007,3,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,22.0,0.24
2007-03-15,2007,3,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,25.0,0.27
2007-03-15,2007,3,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,25.0,0.27
2007-04-15,2007,4,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,34.25,0.37
2007-04-15,2007,4,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,25.0,0.27
2007-04-15,2007,4,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.0,0.44
2007-04-15,2007,4,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,21.5,0.23
2007-04-15,2007,4,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,21.5,0.23
2007-04-15,2007,4,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,24.1,0.26
2007-05-15,2007,5,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,35.75,0.38
2007-05-15,2007,5,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,25.0,0.27
2007-05-15,2007,5,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,40.15,0.43
2007-05-15,2007,5,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,21.0,0.23
2007-05-15,2007,5,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,18.43,0.2
2007-05-15,2007,5,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,22.85,0.25
2007-06-15,2007,6,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,35.0,0.38
2007-06-15,2007,6,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,22.5,0.24
2007-06-15,2007,6,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,46.25,0.5
2007-06-15,2007,6,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,22.0,0.24
2007-06-15,2007,6,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,20.15,0.22
2007-06-15,2007,6,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,18.8,0.2
2007-07-15,2007,7,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,36.25,0.39
2007-07-15,2007,7,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,24.0,0.26
2007-07-15,2007,7,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,37.9,0.41
2007-07-15,2007,7,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,23.0,0.25
2007-07-15,2007,7,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,25.0,0.27
2007-07-15,2007,7,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,22.4,0.24
2007-08-15,2007,8,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,34.0,0.37
2007-08-15,2007,8,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,29.5,0.32
2007-08-15,2007,8,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,35.75,0.38
2007-08-15,2007,8,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,26.0,0.28
2007-08-15,2007,8,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,28.0,0.3
2007-08-15,2007,8,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,28.31,0.3
2007-09-15,2007,9,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,34.13,0.37
2007-09-15,2007,9,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,29.25,0.31
2007-09-15,2007,9,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,41.75,0.45
2007-09-15,2007,9,15,NORTHERN,Tamale,TAMALE NORTH SUB METRO,9.4,-0.83,93.0,27.0,0.29
2007-09-15,2007,9,15,UPPER EAST,Bolga,BOLGATANGA MUNICIPAL,10.79,-0.85,93.0,29.5,0.32
2007-09-15,2007,9,15,UPPER WEST,Wa,WA MUNICIPAL,10.05,-2.48,93.0,27.73,0.3
2007-10-15,2007,10,15,ASHANTI,Kumasi,KMA,6.68,-1.62,93.0,37.0,0.4
2007-10-15,2007,10,15,BRONG AHAFO,Techiman,TECHIMAN MUNICIPAL,7.58,-1.93,93.0,29.5,0.32
2007-10-15,2007,10,15,GREATER ACCRA,Accra,ACCRA METROPOLIS,5.55,-0.22,93.0,38.5,0.41
